equipement;datetime;T_mu;debit_Ventulation
Baie_0002;13/08/2009;30,3595;47,934
Baie_0002;14/08/2009;36,2988;50,8481
Baie_0002;15/08/2009;32,57493333;52,1022
Baie_0002;16/08/2009;36,618;56,1263
Baie_0002;17/08/2009;32,8345;46,3204
Baie_0002;18/08/2009;32,3064;48,7645
Baie_0002;19/08/2009;35,0898;56,5286
Baie_0002;20/08/2009;31,9655;46,3727
Baie_0002;21/08/2009;35,1625;51,5468
Baie_0002;22/08/2009;29,6531;52,0209
Baie_0002;23/08/2009;36,1633;53,505
Baie_0002;24/08/2009;32,4461;50,7691
Baie_0002;25/08/2009;35,5594;56,8532
Baie_0002;26/08/2009;35,1315;56,4073
Baie_0002;27/08/2009;36,4822;56,7314
Baie_0002;28/08/2009;37,1274;59,3555
Baie_0002;29/08/2009;32,9909;50,1896
Baie_0002;30/08/2009;34,239;56,4137
Baie_0002;31/08/2009;30,4871;51,6478
Baie_0002;01/09/2009;36,5638;55,7019
Baie_0002;02/09/2009;31,9807;51,086
Baie_0002;03/09/2009;31,499;51,5901
Baie_0002;04/09/2009;32,032;50,0942
Baie_0002;05/09/2009;31,8365;47,8783
Baie_0002;06/09/2009;34,7824;47,8024
Baie_0002;07/09/2009;28,8336;47,8265
Baie_0002;08/09/2009;36,8996;57,8706
Baie_0002;09/09/2009;35,3749;57,3247
Baie_0002;10/09/2009;35,2509;56,1788
Baie_0002;11/09/2009;29,3734;47,2729
Baie_0002;12/09/2009;29,1507;52,027
Baie_0002;13/09/2009;35,1024;56,9611
Baie_0002;14/09/2009;34,6485;54,4752
Baie_0002;15/09/2009;27,1794;47,9893
Baie_0002;16/09/2009;29,7026;51,4834
Baie_0002;17/09/2009;25,7017;41,4675
Baie_0002;18/09/2009;27,6148;48,3516
Baie_0002;19/09/2009;33,6438;46,3557
Baie_0002;20/09/2009;34,7021;57,3898
Baie_0002;21/09/2009;33,4062;53,0739
Baie_0002;22/09/2009;32,8726;49,518
Baie_0002;23/09/2009;34,6155;54,2421
Baie_0002;24/09/2009;30,6274;47,2262
Baie_0002;25/09/2009;30,4268;51,0003
Baie_0002;26/09/2009;27,6982;43,2544
Baie_0002;27/09/2009;30,3579;49,8885
Baie_0002;28/09/2009;29,09717143;41,6026
Baie_0002;29/09/2009;25,5885;48,0767
Baie_0002;30/09/2009;26,6222;42,0808
Baie_0002;01/10/2009;19,7225;38,1549
Baie_0002;02/10/2009;25,90514286;46,319
Baie_0002;03/10/2009;20,614;37,0031
Baie_0002;04/10/2009;25,2549;38,6272
Baie_0002;05/10/2009;26,6058;42,9513
Baie_0002;06/10/2009;19,4496;40,7754
Baie_0002;07/10/2009;30,1549;52,4495
Baie_0002;09/10/2009;21,4863;38,7636
Baie_0002;10/10/2009;18,0015;33,2577
Baie_0002;11/10/2009;18,2917;38,5218
Baie_0002;12/10/2009;21,2745;42,4759
Baie_0002;15/10/2009;19,8872;36,07
Baie_0002;16/10/2009;21,5897;38,7441
Baie_0002;17/10/2009;20,6434;39,7782
Baie_0002;18/10/2009;21,1784;40,2923
Baie_0002;19/10/2009;15,9424;37,0364
Baie_0002;20/10/2009;18,4399;31,5105
Baie_0002;21/10/2009;21,802;36,8446
Baie_0002;22/10/2009;23,8317;41,8487
Baie_0002;23/10/2009;25,5599;45,5528
Baie_0002;24/10/2009;17,284;39,2569
Baie_0002;25/10/2009;21,96042222;37,911
Baie_0002;26/10/2009;25,5983;46,5251
Baie_0002;27/10/2009;26,4257;41,3292
Baie_0002;28/10/2009;17,7127;29,5933
Baie_0002;29/10/2009;15,8094;27,6674
Baie_0002;30/10/2009;15,4139;32,2515
Baie_0002;31/10/2009;17,922;37,7356
Baie_0002;01/11/2009;16,7492;32,5397
Baie_0002;02/11/2009;18,8363;31,6038
Baie_0002;03/11/2009;17,5325;33,2779
Baie_0002;04/11/2009;18,6413;37,362
Baie_0002;05/11/2009;17,6575;30,3561
Baie_0002;06/11/2009;21,8845;33,5602
Baie_0002;07/11/2009;20,0032;39,6543
Baie_0002;08/11/2009;20,625;36,2484
Baie_0002;09/11/2009;18,5591;36,1625
Baie_0002;10/11/2009;17,11217143;35,6866
Baie_0002;12/11/2009;19,1458;36,7007
Baie_0002;13/11/2009;16,2335;35,7648
Baie_0002;14/11/2009;18,3133;34,8189
Baie_0002;15/11/2009;24,743;42,233
Baie_0002;16/11/2009;21,4642;33,9271
Baie_0002;17/11/2009;20,7395;38,1812
Baie_0002;18/11/2009;23,094;39,5153
Baie_0002;19/11/2009;28,1824;42,5794
Baie_0002;20/11/2009;25,8853;45,2535
Baie_0002;21/11/2009;21,3657;35,7076
Baie_0002;22/11/2009;24,3965;38,7217
Baie_0002;23/11/2009;26,1451;45,4458
Baie_0002;24/11/2009;23,4769;39,7499
Baie_0002;25/11/2009;27,221;43,474
Baie_0002;26/11/2009;24,522;36,7481
Baie_0002;27/11/2009;24,3021;41,5122
Baie_0002;28/11/2009;24,9084;45,0963
Baie_0002;29/11/2009;25,8967;46,0604
Baie_0002;30/11/2009;21,8691;38,0045
Baie_0002;01/12/2009;23,613;42,7286
Baie_0002;03/12/2009;20,6688;37,7627
Baie_0002;04/12/2009;14,5093;28,5768
Baie_0002;05/12/2009;17,96087143;32,0109
Baie_0002;06/12/2009;20,0751;37,095
Baie_0002;07/12/2009;21,3034;32,2991
Baie_0002;08/12/2009;21,8033;38,7832
Baie_0002;09/12/2009;22,4845;43,4373
Baie_0002;10/12/2009;17,1396;32,0714
Baie_0002;11/12/2009;16,4031;30,3055
Baie_0002;12/12/2009;14,6391;31,5196
Baie_0002;13/12/2009;16,5444;32,4037
Baie_0002;14/12/2009;5,3467;17,1878
Baie_0002;15/12/2009;7,6569;22,4719
Baie_0002;16/12/2009;12,0522;28,846
Baie_0002;17/12/2009;3,9673;15,7301
Baie_0002;19/12/2009;11,977;25,7242
Baie_0002;20/12/2009;9,8679;25,5883
Baie_0002;21/12/2009;7,57843333;21,2724
Baie_0002;22/12/2009;14,5495;35,2265
Baie_0002;23/12/2009;21,3412;32,9906
Baie_0002;25/12/2009;16,9329;31,5647
Baie_0002;26/12/2009;17,8744;35,4788
Baie_0002;27/12/2009;8,0086;28,5929
Baie_0002;28/12/2009;20,2169;36,777
Baie_0002;29/12/2009;19,6497;37,1811
Baie_0002;30/12/2009;15,5538;35,0652
Baie_0002;31/12/2009;2,8007;20,2893
Baie_0002;01/01/2010;3,1544;20,6234
Baie_0002;02/01/2010;3,481;20,9275
Baie_0002;03/01/2010;6,612;25,0316
Baie_0002;04/01/2010;18,31432857;28,7057
Baie_0002;05/01/2010;7,9038;25,2798
Baie_0002;06/01/2010;10,5898;24,9439
Baie_0002;07/01/2010;7,5932;24,918
Baie_0002;08/01/2010;3,778;21,0821
Baie_0002;09/01/2010;6,5333;19,8162
Baie_0002;10/01/2010;9,5175;20,7703
Baie_0002;11/01/2010;5,7393;15,9744
Baie_0002;12/01/2010;11,8764;30,0885
Baie_0002;13/01/2010;11,4383;27,6226
Baie_0002;14/01/2010;14,2198;24,3867
Baie_0002;15/01/2010;10,7009;20,8408
Baie_0002;16/01/2010;17,8951;38,0149
Baie_0002;17/01/2010;15,6006;25,699
Baie_0002;18/01/2010;9,4215;24,4931
Baie_0002;19/01/2010;9,0358;22,0872
Baie_0002;20/01/2010;9,5958;19,6213
Baie_0002;21/01/2010;1,87568571;18,8754
Baie_0002;22/01/2010;8,1995;21,1795
Baie_0002;23/01/2010;5,2265;25,1836
Baie_0002;24/01/2010;-1,99555714;13,9377
Baie_0002;25/01/2010;7,5734;27,4818
Baie_0002;26/01/2010;3,64665714;16,5359
Baie_0002;27/01/2010;3,6877;14,55
Baie_0002;28/01/2010;2,1832;15,0241
Baie_0002;29/01/2010;3,1627;12,9782
Baie_0002;31/01/2010;15,0962;32,8923
Baie_0002;01/02/2010;15,773;31,5464
Baie_0002;02/02/2010;12,1223;31,8705
Baie_0002;03/02/2010;16,31368571;33,0346
Baie_0002;04/02/2010;18,2463;32,9487
Baie_0002;05/02/2010;16,2596;33,9328
Baie_0002;06/02/2010;11,4538;26,1069
Baie_0002;07/02/2010;14,4993;33,131
Baie_0002;08/02/2010;16,6918;27,2951
Baie_0002;09/02/2010;10,3009;22,8892
Baie_0002;10/02/2010;6,8011;17,3633
Baie_0002;11/02/2010;10,9068;25,4474
Baie_0002;12/02/2010;8,6648;28,1815
Baie_0002;13/02/2010;10,5394;25,0256
Baie_0002;14/02/2010;10,2168;19,6797
Baie_0002;15/02/2010;9,2784;24,7238
Baie_0002;16/02/2010;11,399;29,8179
Baie_0002;17/02/2010;12,1609;25,562
Baie_0002;18/02/2010;6,8913;17,2661
Baie_0002;19/02/2010;4,41318571;17,7602
Baie_0002;20/02/2010;-0,4367;15,8943
Baie_0002;21/02/2010;4,8986;22,2084
Baie_0002;22/02/2010;6,8267;26,1125
Baie_0002;23/02/2010;6,71311429;19,9766
Baie_0002;24/02/2010;6,649;16,8807
Baie_0002;25/02/2010;10,3015;28,5148
Baie_0002;26/02/2010;13,3676;32,5589
Baie_0002;28/02/2010;17,8217;33,983
Baie_0002;01/03/2010;18,18554286;30,3271
Baie_0002;02/03/2010;16,9049;30,0212
Baie_0002;03/03/2010;14,1117;33,2053
Baie_0002;04/03/2010;12,93822857;22,0094
Baie_0002;05/03/2010;13,1339;26,1835
Baie_0002;06/03/2010;9,1594;21,1876
Baie_0002;07/03/2010;12,9601;31,9617
Baie_0002;08/03/2010;17,8624;32,8458
Baie_0002;09/03/2010;14,4218;29,3799
Baie_0002;10/03/2010;21,3558;30,294
Baie_0002;11/03/2010;16,4002;31,3081
Baie_0002;12/03/2010;17,9303;32,8222
Baie_0002;13/03/2010;12,7017;27,5663
Baie_0002;14/03/2010;11,0005;23,8404
Baie_0002;15/03/2010;10,483;27,3045
Baie_0002;16/03/2010;8,9296;21,7286
Baie_0002;17/03/2010;14,393;27,1627
Baie_0002;18/03/2010;13,1252;24,8768
Baie_0002;19/03/2010;21,0845;35,8109
Baie_0002;20/03/2010;22,7419;32,445
Baie_0002;21/03/2010;18,7834;33,4591
Baie_0002;22/03/2010;18,4704;27,1232
Baie_0002;23/03/2010;13,6884;28,3173
Baie_0002;24/03/2010;16,6413;32,2514
Baie_0002;25/03/2010;18,4277;36,0155
Baie_0002;26/03/2010;18,7584;32,3196
Baie_0002;29/03/2010;18,6874;33,2237
Baie_0002;30/03/2010;22,9471;38,4678
Baie_0002;31/03/2010;21,7713;40,2619
Baie_0002;01/04/2010;20,0186;32,486
Baie_0002;02/04/2010;19,5431;30,9901
Baie_0002;05/04/2010;20,2863;34,7142
Baie_0002;07/04/2010;20,75824286;32,1583
Baie_0002;08/04/2010;24,868;34,2424
Baie_0002;09/04/2010;19,4718;30,8265
Baie_0002;10/04/2010;25,6776;35,0106
Baie_0002;11/04/2010;22,4109;38,7147
Baie_0002;12/04/2010;22,8039;38,0888
Baie_0002;13/04/2010;24,2655;37,5229
Baie_0002;14/04/2010;25,1642;39,407
Baie_0002;15/04/2010;23,8629;33,0811
Baie_0002;17/04/2010;26,4337;43,6252
Baie_0002;18/04/2010;21,6555;34,8193
Baie_0002;19/04/2010;20,3928;28,5334
Baie_0002;20/04/2010;25,3833;41,5075
Baie_0002;21/04/2010;27,2918;44,3916
Baie_0002;22/04/2010;19,1903;36,2657
Baie_0002;23/04/2010;25,3679;39,4198
Baie_0002;24/04/2010;19,1843;31,2139
Baie_0002;25/04/2010;26,722;40,728
Baie_0002;26/04/2010;21,1328;37,1121
Baie_0002;27/04/2010;27,8085;42,7662
Baie_0002;28/04/2010;23,71835714;39,6503
Baie_0002;29/04/2010;23,8223;40,7344
Baie_0002;30/04/2010;30,3297;42,2185
Baie_0002;01/05/2010;25,04791429;38,9126
Baie_0002;02/05/2010;25,7723;39,6167
Baie_0002;03/05/2010;26,2947;44,1108
Baie_0002;04/05/2010;27,3353;40,1349
Baie_0002;05/05/2010;25,0577;36,829
Baie_0002;06/05/2010;22,0252;33,7731
Baie_0002;07/05/2010;27,9694;42,6972
Baie_0002;08/05/2010;22,6328;35,3413
Baie_0002;09/05/2010;23,2063;35,8854
Baie_0002;10/05/2010;22,9972;40,6595
Baie_0002;11/05/2010;26,3597;33,9936
Baie_0002;12/05/2010;31,8809;49,4877
Baie_0002;13/05/2010;37,3521;54,9418
Baie_0002;14/05/2010;36,291;43,8559
Baie_0002;15/05/2010;39,3734;55,92
Baie_0002;16/05/2010;36,8928;50,4141
Baie_0002;17/05/2010;35,541;50,0382
Baie_0002;18/05/2010;38,0412;50,5123
Baie_0002;19/05/2010;34,151;47,5964
Baie_0002;20/05/2010;33,92;45,3505
Baie_0002;21/05/2010;34,5809;47,9846
Baie_0002;22/05/2010;40,1537;48,5287
Baie_0002;23/05/2010;30,1321;45,4928
Baie_0002;24/05/2010;27,9445;41,2769
Baie_0002;25/05/2010;26,6936;35,001
Baie_0002;26/05/2010;28,5812;45,8651
Baie_0002;27/05/2010;28,4197;44,6792
Baie_0002;28/05/2010;32,3246;48,5633
Baie_0002;29/05/2010;26,246;39,4674
Baie_0002;30/05/2010;29,0111;41,2015
Baie_0002;01/06/2010;38,84123333;50,0156
Baie_0002;02/06/2010;38,0608;45,2097
Baie_0002;03/06/2010;35,7223;45,8438
Baie_0002;04/06/2010;32,4618;43,5679
Baie_0002;05/06/2010;29,4784;42,552
Baie_0002;06/06/2010;31,7188;44,7761
Baie_0002;07/06/2010;30,5781;45,6102
Baie_0002;08/06/2010;35,5817;49,5943
Baie_0002;09/06/2010;36,79242857;43,7784
Baie_0002;10/06/2010;39,1661;56,1325
Baie_0002;11/06/2010;29,6226;39,5566
Baie_0002;12/06/2010;35,0791;47,9907
Baie_0002;13/06/2010;29,268;36,1648
Baie_0002;14/06/2010;29,1976;42,0689
Baie_0002;15/06/2010;28,6056;39,453
Baie_0002;16/06/2010;31,1442;43,9671
Baie_0002;17/06/2010;34,1929;45,9912
Baie_0002;18/06/2010;35,1794;42,9553
Baie_0002;19/06/2010;31,3578;42,1094
Baie_0002;20/06/2010;34,0701;41,8035
Baie_0002;21/06/2010;35,9226;51,6276
Baie_0002;22/06/2010;38,0322;53,7117
Baie_0002;23/06/2010;35,6509;42,3158
Baie_0002;24/06/2010;37,7325;49,3699
Baie_0002;25/06/2010;36,2588;48,874
Baie_0002;26/06/2010;34,4537;51,0481
Baie_0002;27/06/2010;36,5506;52,1222
Baie_0002;28/06/2010;32,8257;47,3663
Baie_0002;29/06/2010;36,845;52,3704
Baie_0002;30/06/2010;36,024;42,5245
Baie_0002;01/07/2010;34,1621;47,6386
Baie_0002;04/07/2010;41,3201;54,7727
Baie_0002;05/07/2010;40,279;56,7068
Baie_0002;06/07/2010;39,5016;53,9109
Baie_0002;07/07/2010;41,283;50,665
Baie_0002;08/07/2010;44,1018;60,4591
Baie_0002;09/07/2010;38,9807;48,3132
Baie_0002;10/07/2010;41,8378;56,1473
Baie_0002;11/07/2010;43,3889;49,6814
Baie_0002;12/07/2010;45,9435;62,2055
Baie_0002;13/07/2010;45,378;60,6196
Baie_0002;14/07/2010;44,6566;57,8737
Baie_0002;15/07/2010;45,5271;56,7278
Baie_0002;16/07/2010;39,9555;54,1319
Baie_0002;17/07/2010;40,0312;49,186
Baie_0002;18/07/2010;40,1699;56,3001
Baie_0002;19/07/2010;44,4831;54,5842
Baie_0002;20/07/2010;37,2311;50,3083
Baie_0002;21/07/2010;40,0144;55,0724
Baie_0002;22/07/2010;42,2812;56,3165
Baie_0002;23/07/2010;42,8798;58,8906
Baie_0002;24/07/2010;36,3229;46,3147
Baie_0002;25/07/2010;41,6234;53,5888
Baie_0002;26/07/2010;40,0478;52,9929
Baie_0002;27/07/2010;40,21717143;52,137
Baie_0002;28/07/2010;40,8712;52,7611
Baie_0002;29/07/2010;41,7039;53,5752
Baie_0002;30/07/2010;38,8747;48,7193
Baie_0002;31/07/2010;36,9285;47,7534
Baie_0002;01/08/2010;39,4009;49,2075
Baie_0002;02/08/2010;43,1718;49,9516
Baie_0002;03/08/2010;43,3451;53,1057
Baie_0002;04/08/2010;44,2243;53,9598
Baie_0002;05/08/2010;37,55035714;52,2639
Baie_0002;06/08/2010;40,2094;45,898
Baie_0002;07/08/2010;45,0814;59,7421
Baie_0002;08/08/2010;44,4638;60,1062
Baie_0002;09/08/2010;37,1665;47,7803
Baie_0002;10/08/2010;38,7121;52,3044
Baie_0002;11/08/2010;41,7728;51,3385
Baie_0002;12/08/2010;40,0987;54,6426
Baie_0002;13/08/2010;45,4702;51,9967
Baie_0002;14/08/2010;39,1635;44,6608
Baie_0002;15/08/2010;40,5372;52,0149
Baie_0002;16/08/2010;43,0189;49,469
Baie_0002;17/08/2010;37,3476;52,7831
Baie_0002;18/08/2010;41,0576;49,4672
Baie_0002;19/08/2010;34,9844;41,3713
Baie_0002;20/08/2010;38,2917;48,6554
Baie_0002;21/08/2010;37,5449;42,8795
Baie_0002;22/08/2010;40,403;45,7136
Baie_0002;23/08/2010;41,8499;54,1377
Baie_0002;24/08/2010;31,1316;46,4018
Baie_0002;25/08/2010;34,0642;43,3059
Baie_0002;26/08/2010;36,1819;47,4
Baie_0002;27/08/2010;36,4277;51,6241
Baie_0002;28/08/2010;33,8968;39,0682
Baie_0002;29/08/2010;34,8744;40,0223
Baie_0002;30/08/2010;32,0568;38,1864
Baie_0002;31/08/2010;31,7818;39,8905
Baie_0002;01/09/2010;32,52;44,6046
Baie_0002;02/09/2010;29,5605;42,6187
Baie_0002;03/09/2010;28,1448;34,1828
Baie_0002;04/09/2010;29,8291;43,8469
Baie_0002;05/09/2010;31,9011;36,891
Baie_0002;06/09/2010;33,0165;44,9851
Baie_0002;07/09/2010;32,2061;40,1492
Baie_0002;08/09/2010;33,9799;45,9033
Baie_0002;09/09/2010;33,8033;41,6974
Baie_0002;10/09/2010;34,6032;44,4815
Baie_0002;11/09/2010;35,1532;50,0056
Baie_0002;12/09/2010;34,2498;42,0797
Baie_0002;13/09/2010;33,6237;38,4238
Baie_0002;14/09/2010;33,7355;39,5179
Baie_0002;15/09/2010;35,6445;44,402
Baie_0002;16/09/2010;29,9693;41,7061
Baie_0002;17/09/2010;33,2037;44,9202
Baie_0002;18/09/2010;35,568;48,2543
Baie_0002;19/09/2010;27,6334;35,2984
Baie_0002;20/09/2010;34,0308;48,6725
Baie_0002;21/09/2010;35,7951;47,4166
Baie_0002;22/09/2010;29,1909;34,7907
Baie_0002;23/09/2010;28,3083;38,8848
Baie_0002;24/09/2010;33,06;47,6089
Baie_0002;25/09/2010;35,7485;50,273
Baie_0002;26/09/2010;34,4742;46,9771
Baie_0002;27/09/2010;28,0787;38,5612
Baie_0002;28/09/2010;27,1702;36,6253
Baie_0002;29/09/2010;28,3372;33,7694
Baie_0002;30/09/2010;31,1323;40,5435
Baie_0002;01/10/2010;28,3306;38,7176
Baie_0002;02/10/2010;26,9311;34,2917
Baie_0002;03/10/2010;29,7701;42,1058
Baie_0002;04/10/2010;32,1049;42,4199
Baie_0002;05/10/2010;31,6804;36,974
Baie_0002;06/10/2010;26,7839;34,0581
Baie_0002;07/10/2010;29,3035;40,5522
Baie_0002;08/10/2010;29,2724;42,4963
Baie_0002;09/10/2010;27,433;35,6304
Baie_0002;10/10/2010;28,859;41,0345
Baie_0002;11/10/2010;27,4203;39,5786
Baie_0002;12/10/2010;25,5783;38,7127
Baie_0002;13/10/2010;26,1768;34,2868
Baie_0002;14/10/2010;26,6764;40,7609
Baie_0002;16/10/2010;25,8538;35,915
Baie_0002;17/10/2010;24,2491;37,2891
Baie_0002;18/10/2010;28,2621;33,2732
Baie_0002;19/10/2010;25,2134;30,2073
Baie_0002;20/10/2010;29,4892;41,4614
Baie_0002;21/10/2010;20,6326;33,5755
Baie_0002;22/10/2010;17,3392;31,2596
Baie_0002;23/10/2010;24,8037;38,7037
Baie_0002;24/10/2010;25,2911;33,1678
Baie_0002;25/10/2010;22,6063;26,4619
Baie_0002;26/10/2010;21,6246;26,456
Baie_0002;27/10/2010;22,839;36,6501
Baie_0002;28/10/2010;23,90578571;34,6942
Baie_0002;29/10/2010;27,2594;39,0183
Baie_0002;30/10/2010;27,5856;40,3224
Baie_0002;31/10/2010;28,84425556;40,5565
Baie_0002;01/11/2010;29,1981;41,8906
Baie_0002;02/11/2010;29,9792;38,6447
Baie_0002;03/11/2010;32,3671;42,0088
Baie_0002;04/11/2010;31,7492;45,3729
Baie_0002;05/11/2010;22,1422;35,737
Baie_0002;06/11/2010;20,0565;30,6311
Baie_0002;07/11/2010;23,351;34,9052
Baie_0002;08/11/2010;18,8442;31,3693
Baie_0002;09/11/2010;21,2858;24,7934
Baie_0002;10/11/2010;26,8242;30,3075
Baie_0002;11/11/2010;21,82654286;31,2816
Baie_0002;12/11/2010;27,0201;36,4557
Baie_0002;13/11/2010;26,9842;37,3998
Baie_0002;14/11/2010;28,3815;31,7739
Baie_0002;15/11/2010;30,7968;41,158
Baie_0002;16/11/2010;20,5689;30,9121
Baie_0002;17/11/2010;22,4039;34,7262
Baie_0002;18/11/2010;20,8083;32,1003
Baie_0002;19/11/2010;18,2384;24,5144
Baie_0002;20/11/2010;16,4017;25,6485
Baie_0002;21/11/2010;21,6303;29,8526
Baie_0002;22/11/2010;18,9697;28,1767
Baie_0002;23/11/2010;21,2184;33,4008
Baie_0002;24/11/2010;16,924;30,0849
Baie_0002;25/11/2010;12,0843;23,219
Baie_0002;26/11/2010;6,4758;9,5831
Baie_0002;27/11/2010;6,87147143;15,9572
Baie_0002;28/11/2010;8,8154;17,8813
Baie_0002;29/11/2010;7,8174;16,8554
Baie_0002;30/11/2010;9,2665;17,2895
Baie_0002;01/12/2010;15,7524;25,7436
Baie_0002;02/12/2010;18,8779;24,8477
Baie_0002;03/12/2010;12,5531;25,5018
Baie_0002;04/12/2010;18,1285;29,0559
Baie_0002;05/12/2010;17,8741;23,78
Baie_0002;06/12/2010;15,7009;20,5841
Baie_0002;07/12/2010;13,062;23,9182
Baie_0002;08/12/2010;13,1105;27,9423
Baie_0002;09/12/2010;12,7522;17,5664
Baie_0002;10/12/2010;10,0662;18,8505
Baie_0002;11/12/2010;10,7676;20,5346
Baie_0002;12/12/2010;5,5653;16,3087
Baie_0002;13/12/2010;7,9766;17,6928
Baie_0002;14/12/2010;9,2973;18,9869
Baie_0002;15/12/2010;12,345;25,011
Baie_0002;16/12/2010;13,83;24,4751
Baie_0002;17/12/2010;17,9367;22,5592
Baie_0002;18/12/2010;6,8465;20,4433
Baie_0002;19/12/2010;10,42405714;17,9974
Baie_0002;20/12/2010;9,5842;23,1415
Baie_0002;21/12/2010;13,4422;23,9756
Baie_0002;22/12/2010;15,6402;25,1497
Baie_0002;23/12/2010;-1,4712;3,0138
Baie_0002;24/12/2010;2,5796;14,0379
Baie_0002;25/12/2010;11,4111;16,852
Baie_0002;26/12/2010;11,4509;20,8661
Baie_0002;27/12/2010;12,9642;25,3602
Baie_0002;28/12/2010;8,013;22,3843
Baie_0002;29/12/2010;8,4883;17,8384
Baie_0002;30/12/2010;15,7279;20,0525
Baie_0002;31/12/2010;16,7734;28,0766
Baie_0002;01/01/2011;17,44324286;22,7207
Baie_0002;02/01/2011;8,2683;19,5248
Baie_0002;03/01/2011;4,8421;16,0689
Baie_0002;04/01/2011;7,1632;12,373
Baie_0002;05/01/2011;12,0699;19,2571
Baie_0002;06/01/2011;16,1785;20,3412
Baie_0002;08/01/2011;20,7287;25,8653
Baie_0002;09/01/2011;16,9605;24,0694
Baie_0002;10/01/2011;22,9688;36,0635
Baie_0002;11/01/2011;21,5137;25,5776
Baie_0002;12/01/2011;19,4136;29,4617
Baie_0002;13/01/2011;19,0886;26,1058
Baie_0002;14/01/2011;18,0446;32,0399
Baie_0002;15/01/2011;3,4926;7,464
Baie_0002;16/01/2011;7,8712;15,8181
Baie_0002;17/01/2011;17,1768;25,1022
Baie_0002;18/01/2011;17,4451;28,3463
Baie_0002;19/01/2011;18,9989;26,8804
Baie_0002;20/01/2011;19,8921;30,7545
Baie_0002;21/01/2011;11,3672;23,1986
Baie_0002;22/01/2011;13,1522;25,9627
Baie_0002;23/01/2011;15,1123;24,8968
Baie_0002;24/01/2011;13,8218;20,5909
Baie_0002;25/01/2011;21,7388;34,485
Baie_0002;26/01/2011;4,4391;18,1591
Baie_0002;27/01/2011;10,7328;17,4332
Baie_0002;28/01/2011;17,1439;21,8173
Baie_0002;29/01/2011;21,9675;25,6214
Baie_0002;30/01/2011;19,3475;32,9755
Baie_0002;31/01/2011;15,2474;21,8496
Baie_0002;01/02/2011;20,1602;30,7437
Baie_0002;02/02/2011;22,3613;32,9178
Baie_0002;03/02/2011;18,5207;25,0519
Baie_0002;04/02/2011;17,1756;27,686
Baie_0002;05/02/2011;17,0778;25,5601
Baie_0002;06/02/2011;17,7589;30,2242
Baie_0002;08/02/2011;19,9665;32,4083
Baie_0002;10/02/2011;7,5124;17,9324
Baie_0002;11/02/2011;9,0498;22,4465
Baie_0002;12/02/2011;8,3927;15,7606
Baie_0002;13/02/2011;-0,1554;7,1947
Baie_0002;14/02/2011;5,3234;14,6488
Baie_0002;15/02/2011;0,5396;4,8429
Baie_0002;16/02/2011;7,1131;11,387
Baie_0002;17/02/2011;5,7426;18,0011
Baie_0002;18/02/2011;-1,7966;5,4352
Baie_0002;19/02/2011;1,8077;11,0193
Baie_0002;20/02/2011;6,8261;11,0134
Baie_0002;21/02/2011;-0,335;12,8275
Baie_0002;22/02/2011;9,7949;12,9316
Baie_0002;23/02/2011;7,3671;20,4857
Baie_0002;24/02/2011;0,5256;12,6198
Baie_0002;25/02/2011;8,1643;18,2339
Baie_0002;26/02/2011;17,5514;29,598
Baie_0002;27/02/2011;19,8645;26,8921
Baie_0002;28/02/2011;12,4702;16,4662
Baie_0002;01/03/2011;17,19587143;21,1703
Baie_0002;02/03/2011;21,6281;33,5844
Baie_0002;03/03/2011;23,4075;34,3385
Baie_0002;04/03/2011;17,292;26,2026
Baie_0002;05/03/2011;21,9797;31,8667
Baie_0002;06/03/2011;14,2467;22,1108
Baie_0002;07/03/2011;19,873;31,7149
Baie_0002;08/03/2011;19,4348;25,249
Baie_0002;09/03/2011;23,3938;35,1831
Baie_0002;10/03/2011;18,5339;30,2972
Baie_0002;11/03/2011;23,5735;32,3213
Baie_0002;12/03/2011;18,2307;21,9554
Baie_0002;13/03/2011;19,1696;29,8695
Baie_0002;14/03/2011;20,1066;32,7836
Baie_0002;15/03/2011;14,0176;16,6677
Baie_0002;16/03/2011;15,2602;17,8918
Baie_0002;17/03/2011;20,4496;32,0559
Baie_0002;18/03/2011;23,218;29,8
Baie_0002;19/03/2011;19,6134;27,1741
Baie_0002;20/03/2011;16,7908;23,3282
Baie_0002;21/03/2011;20,2785;25,7923
Baie_0002;22/03/2011;24,9859;37,4764
Baie_0002;23/03/2011;23,7995;26,2705
Baie_0002;24/03/2011;17,8262;20,2646
Baie_0002;25/03/2011;19,6653;32,0887
Baie_0002;26/03/2011;12,3935;20,7928
Baie_0002;27/03/2011;20,62277143;25,9969
Baie_0002;28/03/2011;16,7593;19,111
Baie_0002;29/03/2011;22,2384;31,5651
Baie_0002;30/03/2011;18,244;23,5492
Baie_0002;31/03/2011;16,4098;26,6933
Baie_0002;01/04/2011;20,5111;27,7674
Baie_0002;02/04/2011;22,2078;33,4415
Baie_0002;03/04/2011;26,27454286;35,4856
Baie_0002;04/04/2011;24,4677;26,6597
Baie_0002;05/04/2011;18,8032;21,9638
Baie_0002;06/04/2011;24,2988;26,4379
Baie_0002;07/04/2011;23,5455;33,662
Baie_0002;08/04/2011;21,591;29,6861
Baie_0002;09/04/2011;22,757;34,8302
Baie_0002;10/04/2011;26,6346;33,6843
Baie_0002;11/04/2011;27,4362;37,4584
